,abbrev,full,freq,most_freq
1087,ceskoslov,"['ceskoslovenska', 'ceskoslovenska', 'ceskoslovenska']",{'ceskoslovenska': 1.0},ceskoslovenska
1088,chac,['c.h.a.c.'],{'c.h.a.c.': 1.0},c.h.a.c.
1089,chall.,['challenges'],{'challenges': 1.0},challenges
1090,chang,['change'],{'change': 1.0},change
1091,chaplain,['chaplaincy'],{'chaplaincy': 1.0},chaplaincy
1092,chaplain.,['chaplaincy'],{'chaplaincy': 1.0},chaplaincy
1093,char.,['characterization'],{'characterization': 1.0},characterization
1094,charact.,"['characterization', 'characterization', 'characterization', 'characterization', 'characterization']",{'characterization': 1.0},characterization
1095,chart,['chartered'],{'chartered': 1.0},chartered
1096,chaussees,['chausses'],{'chausses': 1.0},chausses
1097,chekh,['chekhoslovatskaia'],{'chekhoslovatskaia': 1.0},chekhoslovatskaia
1098,chelyab.,['chelyabinskii'],{'chelyabinskii': 1.0},chelyabinskii
1099,chem,"['chemical', 'chemical', 'chemica', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemie', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemia', 'chemica', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemicke', 'chemie', 'chemisch', 'chemische', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry.', 'chemistry.', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemie', 'chemicals', 'chemicals', 'chemicals', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry.', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', ""chemists'"", 'chemical', 'chemical', 'chemical', 'chemists', 'chemie', 'chemistry', 'chemist', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemist', 'chemist', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry.', 'chemistry.', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry']","{'chemical': 0.2621951219512195, 'chemica': 0.012195121951219513, 'chemistry': 0.5914634146341463, 'chemie': 0.03048780487804878, 'chemia': 0.006097560975609756, 'chemicke': 0.006097560975609756, 'chemisch': 0.006097560975609756, 'chemische': 0.006097560975609756, 'chemistry.': 0.03048780487804878, 'chemicals': 0.018292682926829267, ""chemists'"": 0.006097560975609756, 'chemists': 0.006097560975609756, 'chemist': 0.018292682926829267}",chemistry
1100,chem.,"['chemical', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemica', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemicke', 'chemie', 'chemie', 'chemine', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemica', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', ""chemists'"", 'chemists', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemists', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemica', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemiczny', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemica', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemie', 'chemie', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemischen', 'chemie', 'chemischen', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemia', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemicke', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemicky', 'chemie', 'chemie', 'chemika', 'chemische', 'chemische', 'chemische', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemiczna', 'chemistry', 'chemie', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemists', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemists', 'chemistry', 'chemie', 'chemistry', 'chemical', 'chemie', 'chemie', 'chemie', 'chemie', 'chemistry', 'chemist', 'chemistry', 'chemie', 'chemie', 'chemie', 'chemie', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemia', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemie', 'chemie', 'chemie', 'chemie', 'chemie', 'chemie', 'chemie', 'chemie', 'chemical', 'chemistry', 'chemie', 'chemie', 'chemie', 'chemie', 'chemistry', 'chemistry', 'chemistry', 'chemie.', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemie', 'chemie', 'chemicals', 'chemicals', 'chemicals', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemists', 'chemistry', 'chemists', 'chemie', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemica', 'chemica', 'chemical', 'chemistry', 'chemie', 'society', 'b', 'society', 'c', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemie', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemisches', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemie', 'chemie', 'chemischen', 'chemie', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemists', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemists', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemical', 'chemistry', 'chemical', 'chemists', 'chemical', 'chemistry', 'chemistry', 'chemie', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemie', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemie', 'chemical', 'chemistry', 'chemists', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemical', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemistry', 'chemical', 'chemistry', 'chemist', 'chemist', 'chemistry', 'chemical', 'chemistry', 'chemistry', 'chemistry', 'chemie']","{'chemical': 0.28125, 'chemistry': 0.5909090909090909, 'chemie': 0.06534090909090909, 'chemica': 0.008522727272727272, 'chemicke': 0.002840909090909091, 'chemine': 0.0014204545454545455, ""chemists'"": 0.0014204545454545455, 'chemists': 0.014204545454545454, 'chemiczny': 0.0014204545454545455, 'chemischen': 0.004261363636363636, 'chemia': 0.002840909090909091, 'chemicky': 0.0014204545454545455, 'chemika': 0.0014204545454545455, 'chemische': 0.004261363636363636, 'chemiczna': 0.0014204545454545455, 'chemist': 0.004261363636363636, 'chemie.': 0.0014204545454545455, 'chemicals': 0.004261363636363636, 'society': 0.002840909090909091, 'b': 0.0014204545454545455, 'c': 0.0014204545454545455, 'chemisches': 0.0014204545454545455}",chemistry
1101,chem.-biol.,['chemico-biological'],{'chemico-biological': 1.0},chemico-biological
1102,chem.-ing.-tech.,['chemie-ingenieur-technik'],{'chemie-ingenieur-technik': 1.0},chemie-ingenieur-technik
1103,chem.],['chemistry]'],{'chemistry]': 1.0},chemistry]
1104,chemickotechnol.,['chemickotechnologicka'],{'chemickotechnologicka': 1.0},chemickotechnologicka
1105,chemilumin,['chemiluminescence'],{'chemiluminescence': 1.0},chemiluminescence
1106,chemilumin.,['chemiluminescence'],{'chemiluminescence': 1.0},chemiluminescence
1107,chemioter,['chemioterapia'],{'chemioterapia': 1.0},chemioterapia
1108,chemioter.,['chemioterapia'],{'chemioterapia': 1.0},chemioterapia
1109,chemom.,"['chemometrics', 'chemometrics', 'chemometrics']",{'chemometrics': 1.0},chemometrics
1110,chemosens.,['chemosensory'],{'chemosensory': 1.0},chemosensory
1111,chemother,"['chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy']",{'chemotherapy': 1.0},chemotherapy
1112,chemother.,"['chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotherapy', 'chemotheraphy']","{'chemotherapy': 0.9230769230769231, 'chemotheraphy': 0.07692307692307693}",chemotherapy
1113,chern.,['chernaya'],{'chernaya': 1.0},chernaya
1114,chic,"['chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago', 'chicago']",{'chicago': 1.0},chicago
1115,chic.,"['chicago', 'chicago', 'chicago', 'chicago']",{'chicago': 1.0},chicago
1116,chicago,['weekly'],{'weekly': 1.0},weekly
1117,chikkwa,"[""ch'ikkwa""]","{""ch'ikkwa"": 1.0}",ch'ikkwa
1118,chil,"['chileno', 'chilenas', 'chilena', 'chilena', 'chilena', 'chilena', 'chilena', 'chilena', 'chilena', 'chilena', 'chilena', 'chile']","{'chileno': 0.08333333333333333, 'chilenas': 0.08333333333333333, 'chilena': 0.75, 'chile': 0.08333333333333333}",chilena
1119,chil.,"['chilean', 'chilena', 'chileno', 'chileno', 'chilena', 'chilena', 'chilena', 'chilena', 'chile', 'chilean']","{'chilean': 0.2, 'chilena': 0.5, 'chileno': 0.2, 'chile': 0.1}",chilena
1120,child,"['children', 'children', 'children', 'children', 'childhood', 'childhood.', 'childhood.', 'children', 'childhood', 'children', 'children', 'children', 'children', ""children's"", ""children's"", 'childhood', 'children', 'childhood', 'children', 'childhood', 'children', 'children', ""children's"", 'children', ""children's"", 'children', 'children', 'children']","{'children': 0.6071428571428571, 'childhood': 0.17857142857142858, 'childhood.': 0.07142857142857142, ""children's"": 0.14285714285714285}",children
1121,child.,"['children', 'children', 'childhood', 'childhood.', 'children', 'children', 'children', ""children's"", 'childrens', 'children', 'children', 'childhood', 'children', 'children', ""children's"", 'children', 'child']","{'children': 0.5882352941176471, 'childhood': 0.11764705882352941, 'childhood.': 0.058823529411764705, ""children's"": 0.11764705882352941, 'childrens': 0.058823529411764705, 'child': 0.058823529411764705}",children
1122,childs,"[""child's"", ""child's"", ""child's"", ""child's""]","{""child's"": 1.0}",child's
1123,chim,"['chimica', 'chimica', 'chimico', 'chimique', 'chimica', 'chimica', 'chimica', 'chimica', 'chimique', 'chimie', 'chimica']","{'chimica': 0.6363636363636364, 'chimico': 0.09090909090909091, 'chimique': 0.18181818181818182, 'chimie': 0.09090909090909091}",chimica
1124,chim.,"['chimica', 'chimica', 'chimica', 'chimie', 'chimica', 'chimica', 'chimie', 'chimica', 'chimica', 'chimie', 'chimica', 'chimica', 'chimique', 'chimie', 'chimie', 'chimica', 'chimique', 'chimiques', 'chimica', 'chimie', 'chimie', 'chimie', 'chimique', 'chimica', 'chimie', 'chimique', 'chimie', 'chimico', 'chimiques', 'chimie', 'chimica', 'chimie', 'chimie', 'chimico', 'chimica', 'chimie', 'chimie', 'chimie', 'chimie', 'chimie', 'chimie', 'chimica', 'chimica', 'quimica', 'chimie', 'quimicos']","{'chimica': 0.34782608695652173, 'chimie': 0.43478260869565216, 'chimique': 0.08695652173913043, 'chimiques': 0.043478260869565216, 'chimico': 0.043478260869565216, 'quimica': 0.021739130434782608, 'quimicos': 0.021739130434782608}",chimie
1125,chin,"['chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese']",{'chinese': 1.0},chinese
1126,chin.,"['chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'china', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese', 'chinese']","{'chinese': 0.9777777777777777, 'china': 0.022222222222222223}",chinese
1127,china,"['china.', 'china.']",{'china.': 1.0},china.
1128,chinas,"[""china's"", ""china's""]","{""china's"": 1.0}",china's
1129,chir,"['chirurgiae', 'chirurgiae', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgicale', 'chirurgie', 'chirurgie', 'chirurgia', 'chirurgiae', 'chirurgiae', 'chirurgiae', 'chirurgiae', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgicum', 'chirurgie', 'medico-chirurgica', 'chirurgica', 'chirurgia', 'chirurgical', 'journal', 'chirurgie', 'chirurgie', 'chirurgiens', 'chirurgie', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgia', 'chirurgia', 'chirurgie', 'chirurgica', 'chirurgica', 'chirurgicale', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgica', 'chirurgical', 'chirurgical', 'chirurgical', 'chirurgical', 'chirurgie', 'chirurgie', 'chirurgica', 'chirurgiczny', 'chirurgii', 'chirurgia', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'maladies', 'chirurgia', 'chirurgia', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie']","{'chirurgiae': 0.07317073170731707, 'chirurgica': 0.15853658536585366, 'chirurgicale': 0.024390243902439025, 'chirurgie': 0.4024390243902439, 'chirurgia': 0.1951219512195122, 'chirurgicum': 0.012195121951219513, 'medico-chirurgica': 0.012195121951219513, 'chirurgical': 0.06097560975609756, 'journal': 0.012195121951219513, 'chirurgiens': 0.012195121951219513, 'chirurgiczny': 0.012195121951219513, 'chirurgii': 0.012195121951219513, 'maladies': 0.012195121951219513}",chirurgie
1130,chir.,"['chirurgiae', 'chirurgiae', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgica', 'chirurgie', 'chirurgie', 'chirurgiae', 'chirurgiae', 'chirurgiae', 'chirurgiae', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgicum', 'chirurgica', 'chirurgical', 'chirurgie', 'chirurgie', 'chirurgiens', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgia', 'chirurgia', 'chirurgia', 'chirurgie', 'chirurgica', 'chirurgica', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'fur', 'chirurgical', 'chirurgical', 'chirurgical', 'chirurgie', 'chirurgica', 'chirurgia', 'chirurgica', 'chirurgiczny', 'maladies', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie', 'chirurgie']","{'chirurgiae': 0.0967741935483871, 'chirurgica': 0.1935483870967742, 'chirurgie': 0.3870967741935484, 'chirurgia': 0.1774193548387097, 'chirurgicum': 0.016129032258064516, 'chirurgical': 0.06451612903225806, 'chirurgiens': 0.016129032258064516, 'fur': 0.016129032258064516, 'chirurgiczny': 0.016129032258064516, 'maladies': 0.016129032258064516}",chirurgie
1131,chiropr,"['chiropractic', 'chiropractic', 'chiropractic']",{'chiropractic': 1.0},chiropractic
1132,chist.,['chistoi'],{'chistoi': 1.0},chistoi
1133,chittys,"[""chitty's""]","{""chitty's"": 1.0}",chitty's
1134,chnia,['china'],{'china': 1.0},china
1135,chor,['choroby'],{'choroby': 1.0},choroby
1136,christ,"['christian', 'christian', 'christian', 'christian', 'christian', 'christianity', 'christianity', 'christian', 'christian', 'christian', 'christian', 'christian', 'christian', 'christian']","{'christian': 0.8571428571428571, 'christianity': 0.14285714285714285}",christian
1137,christ.,"['christian', 'christian', 'christian']",{'christian': 1.0},christian
1138,chromatogr,"['chromatography', 'chromatography', 'chromatographic', 'chromatography', 'chromatography', 'chromatographic', 'chromatography', 'chromatography.', 'chromatography.', 'chromatography.', 'chromatography.', 'chromatography', 'chromatography']","{'chromatography': 0.5384615384615384, 'chromatographic': 0.15384615384615385, 'chromatography.': 0.3076923076923077}",chromatography
1139,chromatogr.,"['chromatography', 'chromatography', 'chromatography', 'chromatographic', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatographic', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatography', 'chromatographic', 'chromatography', 'chromatography.', 'chromatography.', 'chromatographica', 'chromatography', 'chromatography', 'chromatography', 'chromatography']","{'chromatography': 0.7692307692307693, 'chromatographic': 0.11538461538461539, 'chromatography.': 0.07692307692307693, 'chromatographica': 0.038461538461538464}",chromatography
1140,chromatogr.--mod.,['chromatography--modern'],{'chromatography--modern': 1.0},chromatography--modern
1141,chron,"['chronic', 'chronica', 'chronicle', 'chronicles', 'chroniques', 'chronicle', 'chronicle', 'chronicle', 'chronika', 'chronicle', 'chronicle', 'chronicle', 'chronicle', 'chronicle', 'chronicle', 'chronicle']","{'chronic': 0.0625, 'chronica': 0.0625, 'chronicle': 0.6875, 'chronicles': 0.0625, 'chroniques': 0.0625, 'chronika': 0.0625}",chronicle
1142,chron.,"['chronika', 'chronicle', 'chronic', 'chronika', 'chronicle', 'chronicle', 'chronicle']","{'chronika': 0.2857142857142857, 'chronicle': 0.5714285714285714, 'chronic': 0.14285714285714285}",chronicle
1143,chronic.,['chronic'],{'chronic': 1.0},chronic
1144,chronobiol,"['chronobiology', 'chronobiology']",{'chronobiology': 1.0},chronobiology
1145,chronobiol.,"['chronobiology', 'chronobiology']",{'chronobiology': 1.0},chronobiology
1146,churchm,['churchman'],{'churchman': 1.0},churchman
1147,ciciams,['c.i.c.i.a.m.s.'],{'c.i.c.i.a.m.s.': 1.0},c.i.c.i.a.m.s.
1148,cien,['ciencia'],{'ciencia': 1.0},ciencia
1149,cien.,"['ciencias', 'ciencias']",{'ciencias': 1.0},ciencias
1150,cienc,"['ciencia', 'ciencia', 'ciencia', 'ciencia', 'ciencia', 'ciencia', 'ciencias', 'ciencia', 'ciencia', 'ciencia', 'ciencia', 'ciencias', 'ciencia', 'ciencias', 'ciencias', 'ciencias', 'ciencias', 'ciencias', 'ciencias']","{'ciencia': 0.5789473684210527, 'ciencias': 0.42105263157894735}",ciencia
1151,cienc.,"['ciencia', 'revista', 'ciencia', 'ciencia', 'ciencias', 'ciencias', 'ciencia', 'ciencias', 'ciencias', 'cienceia', 'ciencia', 'ciencias', 'ciência', 'ciencia', 'ciencias', 'ciencias', 'ciencias', 'exactas', 'ciencias', 'ciencia', 'ciencia', 'ciencia', 'ciencia', 'ciencias']","{'ciencia': 0.4166666666666667, 'revista': 0.041666666666666664, 'ciencias': 0.4166666666666667, 'cienceia': 0.041666666666666664, 'ciência': 0.041666666666666664, 'exactas': 0.041666666666666664}",ciencia
1152,cient,"['cientifica', 'cientificas', 'cientifica']","{'cientifica': 0.6666666666666666, 'cientificas': 0.3333333333333333}",cientifica
1153,cient.,"['científica', 'cientifica', 'cientifica']","{'científica': 0.3333333333333333, 'cientifica': 0.6666666666666666}",cientifica
1154,cimento,"['italiana', 'nuovo']","{'italiana': 0.5, 'nuovo': 0.5}",italiana
1155,ciminol,['criminology'],{'criminology': 1.0},criminology
1156,cin,['cinese'],{'cinese': 1.0},cinese
1157,cinc,['ciencias'],{'ciencias': 1.0},ciencias
1158,cinci,"['cincinnati', 'cincinnati']",{'cincinnati': 1.0},cincinnati
1159,cio,['american'],{'american': 1.0},american
1160,cir,"['cirugia', 'anales', 'medicina', 'cirujanos', 'cirugia', 'cirurgia', 'cirugia', 'cirugia', 'cirugia', 'cirugia', 'cirugia', 'cirugia', 'cirugia', 'cirujanos', 'cirugia', 'cirugia', 'cirugia', 'cirurgia', 'cirugia', 'cirurgioes', 'cirugia', 'cirurgia', 'cirurgia', 'cirurgioes', 'cirurgioes', 'cirugia', 'cirujanos', 'cirugia', 'cirugia', 'cirurgia', 'cirurgia']","{'cirugia': 0.5483870967741935, 'anales': 0.03225806451612903, 'medicina': 0.03225806451612903, 'cirujanos': 0.0967741935483871, 'cirurgia': 0.1935483870967742, 'cirurgioes': 0.0967741935483871}",cirugia
1161,cir.,"['cirugia', 'cirurgia', 'cirurgia', 'cirugia', 'cirugia', 'cirugia', 'cirugia', 'cirujanos', 'cirugia', 'cirugia', 'cirugia', 'cirurgia', 'cirugia', 'cirugia', 'cirurgia', 'cirurgioes', 'cirurgioes', 'cirugia']","{'cirugia': 0.6111111111111112, 'cirurgia': 0.2222222222222222, 'cirujanos': 0.05555555555555555, 'cirurgioes': 0.1111111111111111}",cirugia
